HH,AREA,GEN,Age at last birthday (Years),AGE,EMP,OCC,EDU,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
Open-Ended Response,Response,Response,Open-Ended Response,Response,Response,Response,Response,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
A107-01,1,2,38,3,1,2,4,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A107-01,1,2,38,3,1,9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
A107-02,1,2,51,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
A107-02,1,1,43,3,4,0,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
A107-02,1,2,18,2,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
A107-02,1,1,9,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
A107-03,1,1,67,3,4,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A107-03,1,2,38,3,4,0,3,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0
A107-03,1,2,40,3,1,5,2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
A107-03,1,1,12,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A107-04,1,2,67,3,4,0,3,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
A107-04,1,2,34,3,3,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
A107-04,1,1,45,3,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
A107-06,1,1,62,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1
A107-08,1,2,19,2,5,0,3,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
A107-08,1,1,21,2,5,0,4,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
A107-08,1,2,62,3,4,0,4,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
A107-09,1,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
A107-10,1,1,25,3,1,9,3,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
A107-10,1,2,68,3,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A107-10,1,1,72,3,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A107-11,1,1,58,3,4,0,4,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
A107-13,1,2,47,3,4,0,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
A107-13,1,1,73,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A108-01,1,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A108-01,1,1,19,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2
A108-01,1,2,48,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A108-01,1,1,50,3,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A108-02,1,1,11,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
A108-02,1,1,13,1,0,0,2,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
A108-02,1,1,18,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
A108-02,1,2,45,3,4,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A108-02,1,1,60,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A108-03,1,1,10,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
A108-03,1,2,39,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1
A108-03,1,1,79,4,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A108-04,1,1,42,3,1,2,4,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1
A108-05,1,2,46,3,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A108-05,1,1,46,3,1,7,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A108-06,1,2,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,0
A108-06,1,2,18,2,5,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A108-06,1,1,49,3,3,0,3,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
A108-06,1,2,54,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
A108-07,1,1,27,3,5,0,4,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
A108-07,1,2,57,3,4,0,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
A108-07,1,1,61,3,4,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
A108-08,1,1,33,3,2,2,4,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
A108-08,1,2,58,3,1,2,3,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
A108-08,1,1,57,3,4,0,2,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0
A108-09,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A108-09,1,2,23,2,4,0,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1
A108-09,1,1,36,3,2,1,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1
A108-09,1,2,50,3,4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A108-11,1,1,31,3,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
A108-11,1,2,47,3,1,5,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A108-11,1,1,57,3,4,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A108-12,1,1,22,2,1,3,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
A108-12,1,2,23,2,1,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
A108-12,1,1,55,3,1,3,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
A108-13,1,1,30,3,2,7,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
A108-13,1,2,58,3,4,0,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
A108-13,1,1,60,3,4,0,4,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
A109-01,1,2,36,3,1,10,3,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
A109-01,1,2,47,3,1,5,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
A109-01,1,1,50,3,1,2,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
A109-02,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0
A109-02,1,2,66,3,4,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1
A109-02,1,2,33,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
A109-02,1,1,36,3,1,2,4,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1
A109-03,1,2,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A109-03,1,2,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
A109-03,1,1,37,3,1,8,3,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
A109-03,1,2,34,3,2,1,2,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
A109-03,1,2,74,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A109-04,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A109-04,1,2,35,3,1,3,3,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
A109-04,1,1,30,3,1,3,3,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
A109-05,1,1,13,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0
A109-05,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A109-05,1,2,16,2,5,0,3,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
A109-05,1,2,44,3,1,1,3,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1
A109-05,1,1,46,3,4,0,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
A109-06,1,2,29,3,1,4,3,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1
A109-06,1,2,70,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A109-06,1,1,78,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A109-07,1,1,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0
A109-07,1,2,48,3,1,2,4,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1
A109-07,1,2,68,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A109-07,1,1,76,4,1,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A109-08,1,1,28,3,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A109-09,1,1,31,3,1,5,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A109-09,1,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0
A109-09,1,1,34,3,2,9,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
A109-09,1,2,52,3,4,0,2,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0
A109-09,1,1,55,3,4,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
A109-10,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
A109-10,1,2,10,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
A109-10,1,1,47,3,1,2,2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
A109-10,1,2,48,3,1,4,3,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0
A109-10,1,2,71,3,4,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A109-11,1,2,39,3,1,1,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
A109-11,1,1,38,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A109-12,1,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,6,0,0
A109-12,1,2,47,3,1,1,4,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
A109-13,1,1,16,2,5,0,3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
A109-13,1,1,41,3,2,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
A109-13,1,2,68,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A110-01,1,1,11,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
A110-01,1,1,13,1,5,0,2,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
A110-01,1,2,17,2,5,0,3,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
A110-01,1,2,47,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
A110-01,1,1,41,3,1,1,3,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
A110-02,1,1,26,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A110-02,1,2,53,3,1,7,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
A110-02,1,1,56,3,1,2,4,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
A110-03,1,1,37,3,1,10,3,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
A110-04,1,2,7,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
A110-04,1,1,12,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
A110-04,1,1,14,1,5,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1
A110-04,1,2,37,3,1,2,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A110-04,1,1,44,3,1,2,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
A110-06,1,1,35,3,1,8,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
A110-06,1,1,49,3,1,7,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
A110-07,1,1,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,0,0
A110-07,1,2,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,6,0,0
A110-07,1,2,40,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
A110-07,1,1,39,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A110-08,1,1,22,2,5,0,3,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
A110-08,1,2,54,3,1,4,3,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
A110-08,1,1,60,3,4,0,3,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
A110-09,1,1,18,2,5,0,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
A110-09,1,2,44,3,1,2,4,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
A110-09,1,1,45,3,1,2,4,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1
A110-10,1,2,21,2,5,0,3,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0
A110-10,1,2,53,3,1,2,3,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
A110-11,1,1,31,3,1,4,4,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
A110-11,1,2,58,3,4,0,4,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
A110-11,1,1,60,3,4,0,4,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
A110-12,1,1,20,2,5,0,3,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
A110-12,1,2,50,3,1,4,3,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0
A110-12,1,1,51,3,1,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
A110-13,1,1,49,3,1,6,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A110-13,1,1,13,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1
A110-13,1,2,47,3,1,1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A111-01,1,1,65,3,4,0,3,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
A111-01,1,2,65,3,4,0,3,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
A111-01,1,2,14,1,5,0,3,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
A111-01,1,1,13,1,0,0,2,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,6,0,0
A111-01,1,2,12,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,6,0,0
A111-02,1,2,69,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-02,1,1,48,3,1,8,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
A111-02,1,2,40,3,4,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1
A111-02,1,1,12,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,0
A111-02,1,1,8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,0
A111-03,1,1,62,3,1,6,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
A111-03,1,2,54,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-03,1,1,26,3,1,6,3,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
A111-04,1,1,54,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A111-04,1,2,58,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A111-04,1,1,20,2,3,0,3,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
A111-04,1,1,11,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
A111-05,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-05,1,1,63,3,4,0,4,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
A111-05,1,1,31,3,1,5,3,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
A111-05,1,1,25,3,3,0,4,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1
A111-05,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-07,1,2,48,3,1,4,3,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
A111-08,1,2,66,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-08,1,1,39,3,1,5,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
A111-08,1,2,38,3,2,1,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
A111-08,1,2,12,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1
A111-09,1,2,82,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-09,1,2,54,3,1,7,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
A111-09,1,1,21,2,1,5,3,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1
A111-10,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-10,1,1,59,3,4,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-10,1,2,58,3,4,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-10,1,1,35,3,1,2,3,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
A111-10,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-11,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A111-11,1,1,50,3,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-11,1,2,49,3,2,9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A111-11,1,1,30,3,1,5,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A111-11,1,2,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
A111-12,1,1,40,3,1,9,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
A111-12,1,2,39,3,3,0,4,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
A111-12,1,1,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
A111-12,1,2,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
A111-13,1,2,20,2,2,2,4,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
A111-13,1,1,43,3,1,3,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A111-13,1,2,45,3,4,0,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
A112-01,1,1,41,3,3,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
A112-01,1,2,33,3,4,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
A112-01,1,2,14,1,5,0,2,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
A112-01,1,2,10,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-01,1,1,7,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-02,1,2,45,3,1,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
A112-02,1,1,41,3,1,2,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1
A112-02,1,2,17,2,5,0,3,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
A112-02,1,2,13,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A112-02,1,1,12,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A112-03,1,1,94,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-03,1,2,42,3,4,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
A112-03,1,1,42,3,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
A112-04,1,2,37,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
A112-04,1,1,41,3,1,10,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
A112-04,1,1,14,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A112-04,1,2,13,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A112-04,1,2,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A112-05,1,1,48,3,1,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
A112-05,1,2,42,3,4,0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
A112-05,1,1,25,3,1,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
A112-05,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-05,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-06,1,1,62,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-06,1,2,63,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-06,1,2,31,3,1,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
