HH,AREA,GEN,Age at last birthday (Years),AGE,EMP,OCC,EDU,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
Open-Ended Response,Response,Response,Open-Ended Response,Response,Response,Response,Response,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
D003-03,1,1,56,3,1,5,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-04,1,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-04,1,2,21,2,3,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-04,1,2,50,3,1,6,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
D003-04,1,1,46,3,1,5,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-05,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-05,1,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-05,1,2,41,3,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
D003-05,1,1,35,3,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0
D003-06,1,1,28,3,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-06,1,1,60,3,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-06,1,1,38,3,1,5,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
D003-07,1,1,33,3,1,5,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-07,1,2,45,3,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-08,1,1,29,3,1,5,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-08,1,1,46,3,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-08,1,1,36,3,1,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-09,1,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D003-09,1,1,21,2,1,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
D003-09,1,1,47,3,1,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D003-10,1,2,29,3,1,9,3,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
D003-10,1,1,31,3,1,2,3,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
D004-01,1,2,16,2,5,0,3,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
D004-01,1,2,52,3,1,4,3,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
D004-01,1,1,51,3,1,5,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D004-02,1,1,57,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D004-03,1,2,18,2,5,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
D004-03,1,1,33,3,1,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D004-03,1,2,46,3,1,4,3,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
D004-04,1,1,36,3,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
D004-04,1,2,63,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-04,1,1,66,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D004-05,1,2,75,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-05,1,1,45,3,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
D004-06,1,1,38,3,1,5,3,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1
D004-06,1,2,36,3,1,2,3,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1
D004-07,1,1,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-07,1,1,48,3,1,5,3,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
D004-07,1,1,46,3,1,2,3,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1
D004-07,1,2,43,3,1,2,3,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1
D004-08,1,2,72,3,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-08,1,1,41,3,1,4,2,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
D004-08,1,2,45,3,3,0,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1
D004-08,1,1,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-09,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-09,1,2,65,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
D004-09,1,2,37,3,1,2,3,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1
D004-09,1,1,39,3,1,2,4,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
D004-10,1,2,75,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-10,1,1,44,3,1,2,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
D004-10,1,2,44,3,1,2,4,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1
D004-11,1,1,49,3,1,2,4,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
D004-12,1,2,24,2,1,4,3,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D004-12,1,1,77,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-12,1,2,58,3,1,3,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
D004-13,1,2,36,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
D004-13,1,2,71,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D004-13,1,1,46,3,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
D005-01,1,1,34,3,1,3,3,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
D005-01,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-01,1,1,75,4,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-01,1,2,40,3,1,3,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D005-02,1,2,27,3,3,0,3,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
D005-02,1,1,60,3,4,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
D005-02,1,2,58,3,1,1,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
D005-03,1,2,80,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-03,1,1,85,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-04,1,2,59,3,1,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-04,1,1,68,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-04,1,1,28,3,1,5,3,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0
D005-05,1,2,27,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
D005-05,1,2,49,3,2,5,2,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
D005-05,1,1,57,3,2,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D005-06,1,2,31,3,3,0,2,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
D005-06,1,1,58,3,1,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-06,1,2,48,3,1,5,3,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1
D005-07,1,2,24,2,5,0,3,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
D005-07,1,2,53,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D005-07,1,1,52,3,4,0,2,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
D005-08,1,2,76,4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-09,1,2,56,3,1,4,3,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
D005-09,1,1,58,3,1,9,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
D005-10,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-10,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D005-10,1,1,46,3,1,1,4,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
D005-10,1,2,71,3,2,5,3,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
D005-10,1,1,73,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-11,1,1,32,3,1,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-12,1,1,42,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D005-12,1,2,44,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D005-12,1,2,51,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-13,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D005-13,1,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D005-13,1,2,36,3,4,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D005-13,1,1,53,3,1,9,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
D006-01,2,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-01,2,2,31,3,3,0,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
D006-01,2,2,64,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-01,2,1,59,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-02,2,2,32,3,1,5,4,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
D006-02,2,2,57,3,1,9,2,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
D006-02,2,1,64,3,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D006-03,2,2,26,3,3,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
D006-03,2,1,32,3,1,4,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
D006-04,2,1,38,3,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D006-04,2,1,40,3,1,5,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
D006-04,2,2,60,3,4,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-05,2,2,38,3,4,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
D006-06,2,2,21,2,2,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
D006-06,2,2,54,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-06,2,1,61,3,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-07,2,2,18,2,3,0,3,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
D006-07,2,2,52,3,1,9,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-07,2,1,54,3,1,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-08,2,1,34,3,1,9,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D006-08,2,1,24,2,1,9,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
D006-08,2,1,23,2,1,9,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D006-09,2,1,55,3,1,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-10,2,1,41,3,1,8,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D006-12,2,1,43,3,1,8,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
D006-13,2,1,20,2,1,5,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
D006-13,2,2,37,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D006-13,2,1,60,3,1,9,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D007-01,2,2,18,2,3,0,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1
D007-01,2,2,57,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-01,2,1,68,3,4,0,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
D007-02,2,2,67,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-03,2,1,50,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-03,2,2,73,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-04,2,2,22,2,3,0,3,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0
D007-04,2,2,54,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-04,2,1,67,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-05,2,1,39,3,1,5,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
D007-05,2,2,59,3,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-05,2,1,61,3,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-06,2,2,13,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
D007-06,2,1,16,2,5,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
D007-06,2,2,39,3,1,9,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D007-06,2,1,42,3,1,5,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D007-07,2,1,57,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-07,2,2,59,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-08,2,1,20,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-08,2,1,48,3,1,7,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
D007-09,2,1,34,3,1,5,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
D007-09,2,2,64,3,4,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
D007-09,2,1,64,3,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D007-10,2,2,9,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
D007-10,2,2,19,2,1,5,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
D007-10,2,2,42,3,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1
D007-10,2,1,41,3,1,8,3,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1
D007-11,2,2,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-11,2,2,10,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-11,2,2,22,2,3,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D007-11,2,2,54,3,2,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-11,2,1,40,3,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-12,2,2,56,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D007-12,2,1,9,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
D007-12,2,2,35,3,3,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
D007-12,2,1,23,2,3,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1
D007-13,2,1,22,2,1,5,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
D007-13,2,1,26,3,1,1,3,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
D007-13,2,1,51,3,1,8,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-01,2,1,20,2,1,5,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
D008-01,2,2,57,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-01,2,1,67,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-02,2,1,52,3,1,9,2,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
D008-03,2,2,19,2,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-03,2,2,62,3,4,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
D008-04,2,2,29,3,4,0,3,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
D008-04,2,1,37,3,1,7,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
D008-05,2,2,50,3,4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
D008-05,2,1,49,3,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
D008-06,2,2,31,3,1,3,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1
D008-06,2,2,57,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-06,2,1,63,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-07,2,1,23,2,1,7,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
D008-07,2,1,26,3,2,1,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
D008-07,2,1,55,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-08,2,2,23,2,1,2,3,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
D008-08,2,2,78,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-09,2,1,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-09,2,2,54,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D008-09,2,1,53,3,1,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
D008-10,2,2,16,2,5,0,3,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0
D008-10,2,2,34,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
D008-10,2,1,38,3,1,8,2,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
D008-11,2,1,51,3,4,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
D008-11,2,2,53,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D008-11,2,2,71,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-01,2,2,31,3,4,0,3,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
D009-01,2,2,83,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-01,2,2,52,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-02,2,2,40,3,1,4,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
D009-02,2,1,46,3,1,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
D009-02,2,1,72,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-03,2,2,17,2,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
D009-03,2,1,28,3,1,9,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D009-03,2,1,60,3,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-04,2,1,24,2,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-04,2,2,49,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-04,2,1,54,3,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D009-05,2,1,65,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D009-05,2,1,29,3,1,3,4,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1
D009-05,2,2,62,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
D009-06,2,2,61,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-07,2,2,54,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-07,2,1,61,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-08,2,2,54,3,4,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
D009-08,2,2,84,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-08,2,1,62,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-10,2,1,60,3,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D009-11,2,2,61,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-11,2,1,34,3,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D009-12,2,2,48,3,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
D009-13,2,1,31,3,1,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D010-01,2,2,52,3,1,4,2,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1
D010-01,2,1,54,3,1,4,3,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1
